uid,content,role,session,group_type,strategy,icap
U008,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U008,How do I fix this?,assistant,1,low-uptake,,
U054,not match with previous sentence,user,1,low-uptake,Amplification,Constructive
U054,What does not match mean?,assistant,1,low-uptake,,
U005,You have to give why health is very important,user,1,high-uptake,Reformulate,Active
U005,Okay. I will explain why health is very important.,assistant,1,high-uptake,,
U005,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U005,What's wrong here?,assistant,1,high-uptake,,
U054,awkward,user,1,low-uptake,Reject,Active
U054,What is awkward?,assistant,1,low-uptake,,
U008,It is problem of time.,user,1,low-uptake,Reject,Active
U008,What does it mean to have problem of time?,assistant,1,low-uptake,,
U054,"previous sentence said about not accessing to nature, but this sentence is about clser to nature",user,1,low-uptake,Amplification,Constructive
U054,Okay. I will change 'when we live closer to nature' to 'when we didn't have access to nature' here.,assistant,1,low-uptake,,
U054,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U054,Can you give me feedback on this part?,assistant,1,low-uptake,,
U008,"You write habit about your past, So you have to use verb in past-form. In be-verb is ""is->was"" or ""are->were""",user,1,low-uptake,Amplification,Constructive
U008,What does it mean to use verb in past-form?,assistant,1,low-uptake,,
U014,"I think ""has produce"" should be changed to ""has produced""",user,1,high-uptake,Reformulate,Active
U014,Okay. I will change 'has produce' to 'has produced' here.,assistant,1,high-uptake,,
U014,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U014,How do I fix this?,assistant,1,high-uptake,,
U008,"Because you write your past story. If you don't use past-form, reader can not understand it exactly.",user,1,low-uptake,Amplification,Constructive
U008,What does it mean to use past-form?,assistant,1,low-uptake,,
U008,"is to was, are to were.",user,1,low-uptake,Exemplification,Constructive
U008,Okay. I will change 'is' to 'was' here.,assistant,1,low-uptake,,
U008,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U008,How can I improve here?,assistant,1,low-uptake,,
U005,"Reader think that what ""health important but not easy"" mean?. Because, health is status. So you need to add some word to match subject and ""easy""",user,1,high-uptake,Amplification,Constructive
U005,What does it mean to add some word to match subject?,assistant,1,high-uptake,,
U008,"Do you know ""Shopping"" in your sentence is gerund?",user,1,low-uptake,Metacognitive,Constructive
U008,What is gerund?,assistant,1,low-uptake,,
U054,"a research -> research because research can't count, and expect delete and add our",user,1,low-uptake,Amplification,Constructive
U054,Why can't I say a research?,assistant,1,low-uptake,,
U054,research can't count,user,1,low-uptake,Amplification,Constructive
U008,gerund is changing form Verb to noun. and it is singular norn. So you have to use not are but is.,user,1,low-uptake,Amplification,Constructive
U008,What is a gerund?,assistant,1,low-uptake,,
U008,gerund is changing form Verb to noun. and it is singular norn. So you have to use not are but is.,user,1,low-uptake,Amplification,Constructive
U008,How do I fix this?,assistant,2,low-uptake,,
U008,"The problem of sentence is ""get stronger mind""",user,2,low-uptake,Exemplification,Constructive
U008,What does get stronger mind mean?,assistant,2,low-uptake,,
U008,"stronger' is comparative of strong. So, if you want to use stronger, you have to bring other compasion things.",user,2,low-uptake,Amplification,Constructive
U008,What are compasion things?,assistant,2,low-uptake,,
U008,I show examples. I'am stronger than ants.,user,2,low-uptake,Exemplification,Constructive
U008,What is compasion things?,assistant,2,low-uptake,,
U008,"Umm, It is 'compare to' things.",user,2,low-uptake,Reformulate,Active
U008,"Okay, I will change 'stronger mind' to 'a stronger mind compared to others'.",assistant,2,low-uptake,,
U008,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U008,How do I fix this?,assistant,2,low-uptake,,
U043,What's wrong here?,assistant,2,low-uptake,,
U043,change help to helped,user,2,low-uptake,Reformulate,Active
U043,Why change help to helped?,assistant,2,low-uptake,,
U043,correct usage of past simple,user,2,low-uptake,Amplification,Constructive
U043,What is correct usage of past simple?,assistant,2,low-uptake,,
U043,changing help to helped,user,2,low-uptake,Reformulate,Active
U043,What is correct usage of past simple?,assistant,2,low-uptake,,
U043,changing help to helped,user,2,low-uptake,Reformulate,Active
U043,Okay. I will change 'help' to 'helped' here.,assistant,2,low-uptake,,
U043,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U043,How can I improve here?,assistant,2,low-uptake,,
U008,It is problem of dependent clause's location.,user,2,low-uptake,Amplification,Constructive
U008,What does dependent clause's location mean?,assistant,2,low-uptake,,
U023,Can you give me feedback on this part?,assistant,1,low-uptake,,
U008,"after long session of such movie' is dependent clause, and its' location is wrong. It moved to end of sentence or first of sentence.",user,2,low-uptake,Amplification,Constructive
U008,What does it mean to move a dependent clause?,assistant,2,low-uptake,,
U008,"like, ""After long session of such movie, I know ~~~"" or ""I know ~~ uneasy than normal film,after long session of such movie""",user,2,low-uptake,Reformulate,Active
U008,What does it mean to move a dependent clause?,assistant,2,low-uptake,,
U008,"like, ""After long session of such movie, I know ~~~"" or ""I know ~~ uneasy than normal film,after long session of such movie""",user,2,low-uptake,Reformulate,Active
U008,Okay. I will change the location of the dependent clause.,assistant,2,low-uptake,,
U008,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U008,How can I improve here?,assistant,2,low-uptake,,
U043,change by to with,user,2,low-uptake,Reformulate,Active
U043,Why change by to with?,assistant,2,low-uptake,,
U008,but they can increase stress and anxiety' is don't have stress's subject.,user,2,low-uptake,Amplification,Constructive
U008,What do you mean by stress's subject?,assistant,2,low-uptake,,
U008,who or which get those stress and anxiety? those sentense don't have that.,user,2,low-uptake,Reject,Active
U008,Who or which is better for stress and anxiety?,assistant,2,low-uptake,,
U043,correct preposition,user,2,low-uptake,Amplification,Constructive
U043,What does correct preposition mean?,assistant,2,low-uptake,,
U043,correct usage of preposition,user,2,low-uptake,Amplification,Constructive
U043,What does correct usage of preposition mean?,assistant,2,low-uptake,,
U043,changing by to with,user,2,low-uptake,Reformulate,Active
U043,Okay. I will change 'by' to 'with' here.,assistant,2,low-uptake,,
U043,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U043,Can you give me feedback on this part?,assistant,2,low-uptake,,
U008,"No, you have to express subject of stress and anxiety. like ""they can increase stress and anxiety of us.",user,2,low-uptake,Reformulate,Active
U008,What does it mean to express subject of stress and anxiety?,assistant,2,low-uptake,,
U008,keep going,user,2,low-uptake,Accept,Passive
U008,Okay. I will add the subject of stress and anxiety.,assistant,2,low-uptake,,
U008,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U008,How do I fix this?,assistant,2,low-uptake,,
U043,change how to that,user,2,low-uptake,Reformulate,Active
U043,Why change how to that?,assistant,2,low-uptake,,
U043,correct usage of parts of speech,user,2,low-uptake,Amplification,Constructive
U043,What does correct usage of parts of speech mean?,assistant,2,low-uptake,,
U043,changing how to that,user,2,low-uptake,Reformulate,Active
U043,What does correct usage of parts of speech mean?,assistant,2,low-uptake,,
U043,changing how to that,user,2,low-uptake,Reformulate,Active
U043,Okay. I will change 'how' to 'that' here.,assistant,2,low-uptake,,
U043,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U043,How do I fix this?,assistant,2,low-uptake,,
U008,"When you express you have been felt emotions, you have to use passive.",user,2,low-uptake,Amplification,Constructive
U008,What does it mean to use passive?,assistant,2,low-uptake,,
U043,"change ""for"" to ""to""",user,2,low-uptake,Reformulate,Active
U043,Why change for to to?,assistant,2,low-uptake,,
U008,"In your sentence, you use ""when I am feeling bored of calm drama"". 'am feeling' is active voice. It changed 'am feeling' into 'am felt'",user,2,low-uptake,Exemplification,Constructive
U043,correct usage of infinitive,user,2,low-uptake,Amplification,Constructive
U008,Why is 'am feeling' active voice?,assistant,2,low-uptake,,
U043,What is correct usage of infinitive?,assistant,2,low-uptake,,
U043,"changing ""for"" to ""to""",user,2,low-uptake,Reformulate,Active
U043,What is correct usage of infinitive?,assistant,2,low-uptake,,
U043,"change ""for"" to ""to""",user,2,low-uptake,Reformulate,Active
U043,Okay. I will change 'for' to 'to' here.,assistant,2,low-uptake,,
U043,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U043,What's wrong here?,assistant,2,low-uptake,,
U008,because form of active voice is be-verb + verb-ing.,user,2,low-uptake,Exemplification,Constructive
U008,What does it mean to be-verb + verb-ing?,assistant,2,low-uptake,,
U023,this is a reason -> these are reasons,user,1,low-uptake,Reformulate,Active
U023,Why is it these are reasons?,assistant,1,low-uptake,,
U008,"Examples are ""they are flying""",user,2,low-uptake,Exemplification,Constructive
U008,Okay. I will change 'am feeling' to 'am felt' here.,assistant,2,low-uptake,,
U008,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U008,Can you give me feedback on this part?,assistant,2,low-uptake,,
U023,because you have 2 reasons to support your idea,user,1,low-uptake,Amplification,Constructive
U023,What do you mean by two reasons?,assistant,1,low-uptake,,
U008,when alone' is maybe worng.,user,2,low-uptake,Reformulate,Active
U008,Why 'when alone' is maybe wrong?,assistant,2,low-uptake,,
U008,"Oh, sorry. It's not wrong.",user,2,low-uptake,Accept,Passive
U008,What does it mean to increase a feeling of scared?,assistant,2,low-uptake,,
U008,"feeling do not have addition, so that is not right.",user,2,low-uptake,Reject,Active
U008,What does it mean to have addition in feeling?,assistant,2,low-uptake,,
U023,Oh I misunderstand. but actually if you consider about cohesion and unity. you have to erase your sentence,user,1,low-uptake,Reject,Active
U023,What do you mean by cohesion and unity?,assistant,1,low-uptake,,
U008,"No, that don't have addition.",user,2,low-uptake,Reject,Active
U008,Okay. I will change 'a feeling of scared' here.,assistant,2,low-uptake,,
U008,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U023,"cohesion means that your sentences are linked smoothly and unity means your reasons all support your main idea. However actually you wrote your reasons below the begging paragraph, so you don't have to emphasize that ""make our life fun"" is one of your reasons in the beginning paragraph",user,1,low-uptake,Amplification,Constructive
U023,"Okay, I will erase that sentence.",assistant,1,low-uptake,,
U023,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U023,How do I fix this?,assistant,1,low-uptake,,
U026,How do I fix this?,assistant,2,mixed-uptake,,
U023,exploring hobbies lead to a new joy which enrich your leisure,user,1,low-uptake,Reformulate,Active
U023,What do you mean by enrich your leisure?,assistant,1,low-uptake,,
U023,"your sentence should have an exact subject and verb. So you have to write ""which make your leisure enriching""",user,1,low-uptake,Amplification,Constructive
U023,How is that different from my original sentence?,assistant,1,low-uptake,,
U023,"you don't have verb ""make""",user,1,low-uptake,Reject,Active
U023,What does it mean to have a verb?,assistant,1,low-uptake,,
U023,"you have a ""which"" clause so you have to have an exact verb which make clause appropriate",user,1,low-uptake,Amplification,Constructive
U023,Okay. I will change it to make it correct.,assistant,1,low-uptake,,
U023,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U023,Can you give me feedback on this part?,assistant,1,low-uptake,,
U049,How can I improve here?,assistant,1,high-uptake,,
U049,the level of understanding are -> the level of understanding is,user,1,high-uptake,Reformulate,Active
U049,I will change 'are' to 'is' here.,assistant,1,high-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U049,What's wrong here?,assistant,1,high-uptake,,
U023,"-activities, actually indoor activities -- you have to insert a comma "",""",user,1,low-uptake,Reformulate,Active
U023,Why do I need to insert a comma?,assistant,1,low-uptake,,
U049,other school -> other schools,user,1,high-uptake,Reformulate,Active
U049,Okay. I will change 'other school' to 'other schools' here.,assistant,1,high-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U049,What's wrong here?,assistant,1,high-uptake,,
U023,"If you join two simple sentences(clauses) without a connecting word, you have to insert comma between them",user,1,low-uptake,Amplification,Constructive
U023,What does it mean to insert a comma between clauses?,assistant,1,low-uptake,,
U023,No. just consider about linking two simple sentences,user,1,low-uptake,Reject,Active
U023,What does consider about linking mean?,assistant,1,low-uptake,,
U023,just think about the situation that you link 2 sentences,user,1,low-uptake,Amplification,Constructive
U023,I will link the sentences by inserting a comma.,assistant,1,low-uptake,,
U023,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U023,How can I improve here?,assistant,1,low-uptake,,
U049,"... fully engage in learnign are diminished, leading to take... -> ... fully engage in learning are diminished and it leads to take...",user,1,high-uptake,Reformulate,Active
U049,Okay. I will change 'are' to 'is' and add 'and it' here.,assistant,1,high-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U049,What's wrong here?,assistant,1,high-uptake,,
U049,We can fix your full sentence like this: Online learning was the popular trend over the past 5 years.,user,1,high-uptake,Reformulate,Active
U049,I will change 'was popular trend' to 'was the popular trend'.,assistant,1,high-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U049,How do I fix this?,assistant,1,high-uptake,,
U023,I think you have to add some specific reason why meeting friends make our leisure joyful,user,1,low-uptake,Amplification,Constructive
U023,What specific reason do I need to add?,assistant,1,low-uptake,,
U023,you have to add your own experience when you met various friends during your club activity,user,1,low-uptake,Exemplification,Constructive
U023,What kind of experience should I add?,assistant,1,low-uptake,,
U026,you doesn't give a clear closing,user,2,mixed-uptake,Reject,Active
U026,Should I say smartphones negatively impacts interactions?,assistant,2,mixed-uptake,,
U026,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,2,mixed-uptake,,
U049,"However, now a new idea about.. -> However, some new idea about education method has emerged;...",user,1,high-uptake,Reformulate,Active
U049,What does education method mean?,assistant,1,high-uptake,,
U026,you need to add a conclusing sentencs which brify restate your arguement,user,2,mixed-uptake,Reformulate,Active
U026,So I guess I should say smartphones negatively impact human interactions?,assistant,2,mixed-uptake,,
U026,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,2,mixed-uptake,,
U023,"For example, when I played a basketball yesterday, I played with chinese students. I got new friends and I could play a basketball more fun.",user,1,low-uptake,Exemplification,Constructive
U023,Why it should be more various friends?,assistant,1,low-uptake,,
U049,"It means the type of education just like ""online"" or ""Offline""....",user,1,high-uptake,Exemplification,Constructive
U049,What does flexibility mean?,assistant,1,high-uptake,,
U023,Because you can't specify the situation you meet new people during club activity,user,1,low-uptake,Amplification,Constructive
U023,I will specify my experience with friends at club activities.,assistant,1,low-uptake,,
U023,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,low-uptake,,
U026,you need to write enclose of whole paragraph,user,2,mixed-uptake,Reformulate,Active
U026,your conclusion doesn't reflect your essay,user,2,mixed-uptake,Reject,Active
U026,What does it mean that my conclusion doesn't reflect my essay?,assistant,2,mixed-uptake,,
U049,"Flexibility means ""the degree to change someting's difficulties according for the situation",user,1,high-uptake,Amplification,Constructive
U049,What does it mean 'due to the flexibility it offer'?,assistant,1,high-uptake,,
U026,rewrite the part of 'i suggest ',user,2,mixed-uptake,Reformulate,Active
U026,I will rewrite the part of 'I suggest' to make it clearer.,assistant,2,mixed-uptake,,
U026,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,mixed-uptake,,
U026,Can you give me feedback on this part?,assistant,2,mixed-uptake,,
U026,not is but are,user,2,mixed-uptake,Reformulate,Active
U026,Okay. I will change 'is' to 'are' here.,assistant,2,mixed-uptake,,
U026,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,mixed-uptake,,
U026,What's wrong here?,assistant,2,mixed-uptake,,
U026,not feels but feel,user,2,mixed-uptake,Reformulate,Active
U026,Why feels should be feel?,assistant,2,mixed-uptake,,
U026,we' are plural,user,2,mixed-uptake,Reject,Active
U026,So it should be we feel more tired?,assistant,2,mixed-uptake,,
U026,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,2,mixed-uptake,,
U026,yea,user,2,mixed-uptake,Accept,Passive
U026,What does decreased communication mean?,assistant,2,mixed-uptake,,
U026,feel is right,user,2,mixed-uptake,Reformulate,Active
U026,Okay. I will change 'feels' to 'feel' here.,assistant,2,mixed-uptake,,
U026,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,mixed-uptake,,
U026,How do I fix this?,assistant,2,mixed-uptake,,
U049,This means that the new reasons new educational methods have emerged is because of the possibility of changing the learning method according for each student's situation,user,1,high-uptake,Amplification,Constructive
U049,Okay. I will change 'a new idea about education has emerged; hybrid learning due to the flexibility it offer' to 'some new ideas about education methods have emerged; hybrid learning [due to the flexibility it offers]'.,assistant,1,high-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U049,What's wrong here?,assistant,1,high-uptake,,
U049,this -> that,user,1,high-uptake,Reformulate,Active
U049,Okay. I will change 'this' to 'that' here.,assistant,1,high-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U049,What's wrong here?,assistant,1,high-uptake,,
U026,not cause but causes,user,2,mixed-uptake,Reformulate,Active
U026,So it should be it causes some issues?,assistant,2,mixed-uptake,,
U026,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,2,mixed-uptake,,
U026,yes,user,2,mixed-uptake,Accept,Passive
U026,So it should be it cause some issues?,assistant,2,mixed-uptake,,
U026,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,2,mixed-uptake,,
U026,no,user,2,mixed-uptake,Reject,Active
U026,So it should be it cause some issues?,assistant,2,mixed-uptake,,
U026,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,2,mixed-uptake,,
U026,causes,user,2,mixed-uptake,Reformulate,Active
U026,Okay. I will change 'cause' to 'causes' here.,assistant,2,mixed-uptake,,
U026,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,mixed-uptake,,
U026,Can you give me feedback on this part?,assistant,2,mixed-uptake,,
U026,not it's but they're,user,2,mixed-uptake,Reformulate,Active
U026,Why should I use they're instead of it's?,assistant,2,mixed-uptake,,
U026,the preceding world is plural,user,2,mixed-uptake,Amplification,Constructive
U026,Okay. I will change 'it's' to 'they're' here.,assistant,2,mixed-uptake,,
U026,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,mixed-uptake,,
U026,Can you give me feedback on this part?,assistant,2,mixed-uptake,,
U026,not at nowdays but nowadays,user,2,mixed-uptake,Reformulate,Active
U026,Okay. I will change 'at nowdays' to 'nowadays' here.,assistant,2,mixed-uptake,,
U026,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,mixed-uptake,,
U049,the number of -> a number of,user,1,high-uptake,Reformulate,Active
U049,Okay. I will change 'the number of' to 'a number of' here.,assistant,1,high-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U049,What's wrong here?,assistant,1,high-uptake,,
U049,several reason -> some several reasons,user,1,high-uptake,Reformulate,Active
U049,What does several reasons mean?,assistant,1,high-uptake,,
U049,They mean the some reasons that I mentioned,user,1,high-uptake,Amplification,Constructive
U049,Okay. I will change 'reason' to 'reasons' here.,assistant,1,high-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1,high-uptake,,
U049,How can I improve here?,assistant,1,high-uptake,,
U023,How can I improve here?,assistant,2,low-uptake,,
U053,How can I improve here?,assistant,2,mixed-uptake,,
U053,create -> creates,user,2,mixed-uptake,Reformulate,Active
U053,Okay. I will change 'create' to 'creates' here.,assistant,2,mixed-uptake,,
U053,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,mixed-uptake,,
U053,How can I improve here?,assistant,2,mixed-uptake,,
U049,Can you give me feedback on this part?,assistant,2,high-uptake,,
U023,"you have to erase ""my own experience"" and insert ""at"" between neighborhood and park",user,2,low-uptake,Reformulate,Active
U023,Why should I erase 'my own experience'?,assistant,2,low-uptake,,
U053,made -> makes,user,2,mixed-uptake,Reformulate,Active
U053,Why made becomes makes?,assistant,2,mixed-uptake,,
U049,have -> has because the subjuect Overeating is singular,user,2,high-uptake,Amplification,Constructive
U049,What do you mean by singular subject?,assistant,2,high-uptake,,
U023,"because you start the sentence ""I"". It refers the sentence is your experience. you don't have to write it twice.",user,2,low-uptake,Amplification,Constructive
U023,Why can’t I say 'my own experience'?,assistant,2,low-uptake,,
U053,"front part is present form, as i think back part should be present form.",user,2,mixed-uptake,Amplification,Constructive
U053,What does present form mean?,assistant,2,mixed-uptake,,
U023,you don't have to emphasize same things twice,user,2,low-uptake,Amplification,Constructive
U023,What does it mean to emphasize same things twice?,assistant,2,low-uptake,,
U049,It means number of the subject indicating is just one,user,2,high-uptake,Amplification,Constructive
U049,What does singular subject mean?,assistant,2,high-uptake,,
U023,"my own experience is equal to the sentence ""I--""",user,2,low-uptake,Exemplification,Constructive
U049,It means number of the subject indicating is just one,user,2,high-uptake,Amplification,Constructive
U049,I don't get it,assistant,2,high-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,high-uptake,,
U049,What's wrong here?,assistant,2,high-uptake,,
U023,Okay. I will remove 'my own experience' and change 'neighborhood park' to 'neighborhood [at] park' here.,assistant,2,low-uptake,,
U023,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U023,How can I improve here?,assistant,2,low-uptake,,
U053,can -> could,user,2,mixed-uptake,Reformulate,Active
U053,I think it should be we could claim smartphone makes our modern culture.,assistant,2,mixed-uptake,,
U053,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,2,mixed-uptake,,
U053,ok,user,2,mixed-uptake,Accept,Passive
U026,How do I fix this?,assistant,3,mixed-uptake,,
U053,I will change 'made' to 'makes' here.,assistant,2,mixed-uptake,,
U053,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,mixed-uptake,,
U053,How do I fix this?,assistant,2,mixed-uptake,,
U013,How can I improve here?,assistant,2,high-uptake,,
U023,provide -> provides,user,2,low-uptake,Reformulate,Active
U023,Why does provide change to provides?,assistant,2,low-uptake,,
U026,not becomes but become,user,3,mixed-uptake,Reformulate,Active
U049,it -> they,user,2,high-uptake,Reformulate,Active
U049,Okay. I will change 'meal' to 'meals' here.,assistant,2,high-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,high-uptake,,
U049,Can you give me feedback on this part?,assistant,2,high-uptake,,
U026,I think it should be we become to tired.,assistant,3,mixed-uptake,,
U026,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,3,mixed-uptake,,
U026,become,user,3,mixed-uptake,Reformulate,Active
U026,Why is it become and not becomes?,assistant,3,mixed-uptake,,
U053,cannot -> have no,user,2,mixed-uptake,Reformulate,Active
U053,I think it should be we have no access any information.,assistant,2,mixed-uptake,,
U053,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,2,mixed-uptake,,
U026,we' is plural,user,3,mixed-uptake,Amplification,Constructive
U026,What does plural mean?,assistant,3,mixed-uptake,,
U023,walking is a singular noun,user,2,low-uptake,Amplification,Constructive
U023,What does it mean that walking is a singular noun?,assistant,2,low-uptake,,
U053,ok,user,2,mixed-uptake,Accept,Passive
U053,What does resources from internet mean?,assistant,2,mixed-uptake,,
U026,many people,user,3,mixed-uptake,Amplification,Constructive
U026,I will change 'becomes' to 'become' here.,assistant,3,mixed-uptake,,
U026,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,3,mixed-uptake,,
U026,How can I improve here?,assistant,3,mixed-uptake,,
U039,What's wrong here?,assistant,2,low-uptake,,
U007,How do I fix this?,assistant,2,high-uptake,,
U013,Grammar mistake. You should rewrite the sentence to ' ~everyone will be starting to ~',user,2,high-uptake,Reformulate,Active
U013,Why should I use 'be starting'?,assistant,2,high-uptake,,
U054,How can I improve here?,assistant,2,low-uptake,,
U053,information by searching on internet,user,2,mixed-uptake,Amplification,Constructive
U053,What does information by searching on internet mean?,assistant,2,mixed-uptake,,
U023,"""walking"" is a singular noun. So when you use ""walking"" as a subject, you have to write ""provides""(verb + (e)s))",user,2,low-uptake,Amplification,Constructive
U026,not improve but improves,user,3,mixed-uptake,Reformulate,Active
U023,What does it mean that walking is a singular noun?,assistant,2,low-uptake,,
U026,Why is it improves and not improve?,assistant,3,mixed-uptake,,
U026,it' is singular,user,3,mixed-uptake,Amplification,Constructive
U026,What does singular mean?,assistant,3,mixed-uptake,,
U049,"way, when we meals are consumed frequently, ~-> Look it this way. When meals are consumed frequently, ~",user,2,high-uptake,Reformulate,Active
U026,not plural,user,3,mixed-uptake,Amplification,Constructive
U049,Okay. I will change 'Look it this way' to 'Look at it this way'.,assistant,2,high-uptake,,
U026,Okay. I will change 'improve' to 'improves' here.,assistant,3,mixed-uptake,,
U026,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,3,mixed-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,high-uptake,,
U026,How can I improve here?,assistant,3,mixed-uptake,,
U049,How can I improve here?,assistant,2,high-uptake,,
U023,not plural,user,2,low-uptake,Amplification,Constructive
U023,Okay. I will change 'provide' to 'provides' here.,assistant,2,low-uptake,,
U023,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,low-uptake,,
U023,How do I fix this?,assistant,2,low-uptake,,
U053,discovered information on internet,user,2,mixed-uptake,Reformulate,Active
U053,I will change 'resources from internet' to 'resources from [the] internet' here.,assistant,2,mixed-uptake,,
U053,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,mixed-uptake,,
U053,Can you give me feedback on this part?,assistant,2,mixed-uptake,,
U014,Can you give me feedback on this part?,assistant,2,high-uptake,,
U013,That's the right grammar.,user,2,high-uptake,Accept,Passive
U013,Okay. I will change it to 'everyone will [be] starting to plan for family gatherings.',assistant,2,high-uptake,,
U013,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,high-uptake,,
U013,What's wrong here?,assistant,2,high-uptake,,
U049,"Thus, in my opinion to cook meals- > Thus, in my opinion, to cook meals ~",user,2,high-uptake,Reformulate,Active
U049,I will add a comma after 'opinion' here.,assistant,2,high-uptake,,
U049,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,high-uptake,,
U049,How do I fix this?,assistant,2,high-uptake,,
U026,you don't need to use comma after 'exercise',user,3,mixed-uptake,Reformulate,Active
U032,What's wrong here?,assistant,1,high-uptake,,
U032,Can you give me feedback on this part?,assistant,2,high-uptake,,
U023,notice -> can notice,user,2,low-uptake,Reformulate,Active
U023,Why do I need to change 'notice' to 'can notice'?,assistant,2,low-uptake,,
U026,Okay. I will remove the comma after 'exercise' here.,assistant,3,mixed-uptake,,
U026,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,3,mixed-uptake,,
U007,"idea is too genaral, specific example like taking a pic together",user,2,high-uptake,Exemplification,Constructive
U007,Okay. I will be more specific and say 'family and friends [take pictures] together using the phone.',assistant,2,high-uptake,,
U007,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,2,high-uptake,,
U007,What's wrong here?,assistant,2,high-uptake,,
U003,How do I fix this?,assistant,2,mixed-uptake,,
U054,I think 'expect' delete,user,2,low-uptake,Reformulate,Active
U054,Why should I delete 'expect'?,assistant,2,low-uptake,,
U053,the smartphone -> usefulness of smartphone,user,2,mixed-uptake,Reformulate,Active
U053,So it should be usefulness of smartphone can manage our life effectively?,assistant,2,mixed-uptake,,
U053,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,2,mixed-uptake,,
U054,It is unnecessary,user,2,low-uptake,Reject,Active
U054,What does it mean to be unnecessary?,assistant,2,low-uptake,,
U053,ok,user,2,mixed-uptake,Accept,Passive
